Name,Status,ID,Type,Impressions,Clickthroughs,Off-site Average Order Value,Off-site Conversion,Off-site Purchase Qty,Off-site Revenue,Off-site Revenue Per Mille,On-site Average Order Value,On-site Conversion,On-site Purchase Qty,On-site Revenue,On-site Revenue Per Mille
YG 120s CLEARANCE EM3521C,Inactive,yg-120s-clearance-em3521c,Email,36133,166,61.26,0.01,3.0,183.77,5.09,0,0,0,0,0
YG 120s CLEARANCE EM3521B,Inactive,yg-120s-clearance-em3521b,Email,40331,319,37.24,0.02,9.0,335.13,8.31,0,0,0,0,0
YG 120s CLEARANCE EM3521A,Inactive,yg-120s-clearance-em3521a,Email,6645,24,0,0,0,0,0,0,0,0,0,0
YG 120s CLEARANCE EM3519E,Inactive,yg-120s-clearance-em3519e,Email,11386,70,10.0,0.01,1.0,10.0,0.88,0,0,0,0,0
YG 120s CLEARANCE EM3519D,Active,yg-120s-clearance-em3519d,Email,92320,242,36.62,0.0,3.0,109.85,1.19,0,0,0,0,0
YG 120s CLEARANCE EM3519C,Inactive,yg-120s-clearance-em3519c,Email,35331,173,36.66,0.02,7.0,256.64000000000004,7.26,0,0,0,0,0
YG 120s CLEARANCE EM3519B,Inactive,yg-120s-clearance-em3519b,Email,40313,409,25.02,0.02,10.0,250.24,6.21,0,0,0,0,0
YG 120s CLEARANCE EM3519A,Inactive,yg-120s-clearance-em3519a,Email,6803,35,50.13,0.01,1.0,50.13,7.37,0,0,0,0,0
YG 120s CLEARANCE EM3517E,Inactive,yg-120s-clearance-em3517e,Email,11953,326,42.29,0.03,3.0,126.87,10.61,0,0,0,0,0
YG 120s CLEARANCE EM3517D,Active,yg-120s-clearance-em3517d,Email,94876,1250,29.88,0.02,18.0,537.89,5.67,0,0,0,0,0
YG 120s CLEARANCE EM3517C,Active,yg-120s-clearance-em3517c,Email,37545,889,22.16,0.06,23.0,509.76000000000005,13.58,0,0,0,0,0
YG 120s CLEARANCE EM3517B,Active,yg-120s-clearance-em3517b,Email,40095,1993,28.0,0.1,41.0,1148.0100000000004,28.63,0,0,0,0,0
YG 120s CLEARANCE EM3517A,Inactive,yg-120s-clearance-em3517a,Email,6488,129,19.97,0.02,1.0,19.97,3.08,0,0,0,0,0
YG 12 x Bedding Plants EM3568E,Active,yg-12-x-bedding-plants-em3568e,Email,17847,375,0,0,0,0,0,0,0,0,0,0
YG 12 x Bedding Plants EM3568D,Active,yg-12-x-bedding-plants-em3568d,Email,93867,739,0,0,0,0,0,0,0,0,0,0
YG 12 x Bedding Plants EM3568C,Active,yg-12-x-bedding-plants-em3568c,Email,22301,283,149.83,0.0,1.0,149.83,6.72,0,0,0,0,0
YG 12 x Bedding Plants EM3568B,Active,yg-12-x-bedding-plants-em3568b,Email,57687,1462,33.45,0.03,15.0,501.81000000000006,8.7,0,0,0,0,0
YG 12 x Bedding Plants EM3568A,Active,yg-12-x-bedding-plants-em3568a,Email,11334,154,21.98,0.02,2.0,43.95,3.88,0,0,0,0,0
YG 12 x Bedding Plants EM3538E,Active,yg-12-x-bedding-plants-em3538e,Email,15802,358,26.97,0.01,1.0,26.97,1.71,0,0,0,0,0
YG 12 x Bedding Plants EM3538D,Active,yg-12-x-bedding-plants-em3538d,Email,97034,846,51.96,0.0,1.0,51.96,0.54,0,0,0,0,0
YG 12 x Bedding Plants EM3538C,Active,yg-12-x-bedding-plants-em3538c,Email,29942,454,100.4,0.01,2.0,200.79000000000002,6.71,0,0,0,0,0
YG 12 x Bedding Plants EM3538B,Active,yg-12-x-bedding-plants-em3538b,Email,50513,1168,38.26,0.01,7.0,267.83000000000004,5.3,0,0,0,0,0
YG 12 x Bedding Plants EM3538A,Inactive,yg-12-x-bedding-plants-em3538a,Email,9151,148,36.97,0.01,1.0,36.97,4.04,0,0,0,0,0
YG 12 x Bedding Plants EM3527E,Inactive,yg-12-x-bedding-plants-em3527e,Email,17494,452,45.45,0.01,2.0,90.9,5.2,0,0,0,0,0
YG 12 x Bedding Plants EM3527D,Active,yg-12-x-bedding-plants-em3527d,Email,126542,1388,39.71,0.01,8.0,317.71,2.51,0,0,0,0,0
YG 12 x Bedding Plants EM3527C,Active,yg-12-x-bedding-plants-em3527c,Email,50721,895,41.29,0.01,6.0,247.75,4.88,0,0,0,0,0
YG 12 x Bedding Plants EM3527B,Active,yg-12-x-bedding-plants-em3527b,Email,68265,1923,30.14,0.04,27.0,813.88,11.92,0,0,0,0,0
YG 12 x Bedding Plants EM3527A,Inactive,yg-12-x-bedding-plants-em3527a,Email,10348,173,0,0,0,0,0,0,0,0,0,0
YG 12 x Bedding BOGOF EM3570E,Active,yg-12-x-bedding-bogof-em3570e,Email,18600,473,21.97,0.01,2.0,43.94,2.36,0,0,0,0,0
YG 12 x Bedding BOGOF EM3570D,Active,yg-12-x-bedding-bogof-em3570d,Email,95683,1182,25.62,0.0,3.0,76.87,0.8,0,0,0,0,0
YG 12 x Bedding BOGOF EM3570C,Active,yg-12-x-bedding-bogof-em3570c,Email,22153,490,57.28,0.01,3.0,171.84,7.76,0,0,0,0,0
YG 12 x Bedding BOGOF EM3570B,Active,yg-12-x-bedding-bogof-em3570b,Email,62430,2583,32.38,0.06,36.0,1165.56,18.67,0,0,0,0,0
YG 12 x Bedding BOGOF EM3570A,Active,yg-12-x-bedding-bogof-em3570a,Email,12159,252,39.45,0.02,2.0,78.91,6.49,0,0,0,0,0
YG 12 for 9.98 Veg EM3544E,Inactive,yg-12-for-9-98-veg-em3544e,Email,16645,179,10.98,0.02,4.0,43.92,2.64,0,0,0,0,0
YG 12 for 9.98 Veg EM3544D,Active,yg-12-for-9-98-veg-em3544d,Email,97500,467,30.33,0.0,4.0,121.33000000000001,1.24,0,0,0,0,0
YG 12 for 9.98 Veg EM3544C,Inactive,yg-12-for-9-98-veg-em3544c,Email,27174,268,19.11,0.03,7.0,133.8,4.92,0,0,0,0,0
YG 12 for 9.98 Veg EM3544B,Inactive,yg-12-for-9-98-veg-em3544b,Email,50846,1090,28.58,0.03,16.0,457.34000000000003,8.99,0,0,0,0,0
YG 12 for 9.98 Veg EM3544Av2,Inactive,yg-12-for-9-98-veg-em3544av2,Email,12,12,0,0,0,0,0,0,0,0,0,0
YG 12 for 9.98 Veg EM3544A,Inactive,yg-12-for-9-98-veg-em3544a,Email,10,0,0,0,0,0,0,0,0,0,0,0
YG - Your Season in bloom - Winter (iluk1sq),Inactive,yg---your-season-in-bloom---winter-iluk1sq,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Your Season in bloom - Extended - All Year Round,Inactive,yg-your-season-in-bloom-extended-all-year-round,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Your Season in bloom,Inactive,yg-your-season-in-bloom,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - USP Banner,Inactive,yg-usp-banner,Web,4,0,0,0,0,0,0,0,0,0,0,0
YG - USP - Returning Customers,Active,yg-usp-returning-customers,Web,353968,0,0,0,0,0,0,0,0,0,0,0
YG - USP - 2 - Test,Inactive,yg-usp-2-test,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Test,Inactive,yg-test,Web,3,0,0,0,0,0,0,0,0,0,0,0
YG - SALE - New Design (x930kke),Active,yg---sale---new-design-x930kke,Web,12,1,0,0,0,0,0,0,0,0,0,0
YG - SALE - New Design,Active,yg-sale-new-design,Web,737309,4027,0,0,0,0,0,15.3,0.0,28.0,428.45,0.58
YG - RCT,Active,yg-rct,Web,566467,0,0,0,0,0,0,0,0,0,0,0
YG - Promo x3,Inactive,yg-promo-x3,Web,7346,74,0,0,0,0,0,0,0,0,0,0
YG - Promo Block - Master - New X,Inactive,yg-promo-block-master-new-xx,Web,1,1,0,0,0,0,0,0,0,0,0,0
YG - Promo Block - Master - New X,Inactive,yg-promo-block-master-new-x,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Promo Block - Master - New B,Inactive,yg-promo-block-master-new-b,Web,1,1,0,0,0,0,0,0,0,0,0,0
YG - Promo Block - Master - New A,Inactive,yg-promo-block-master-new-a,Web,26345,1203,0,0,0,0,0,51.05,0.06,17.0,867.92,32.94
YG - Promo Banner - 15 SW,Active,yg-promo-banner-15-sw,Web,2383528,0,0,0,0,0,0,0,0,0,0,0
YG - PLP - New Styling,Inactive,yg-plp-new-styling,Web,137648,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - You Might Need - Alt,Inactive,yg-pdp-you-might-need-alt,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - You Might Need,Active,yg-pdp-you-might-need,Web,2105156,103,0,0,0,0,0,33.34,0.0,4.0,133.34,0.06
YG - PDP - Recommended - Top Buyer (30 days) (ickhkeh),Inactive,yg---pdp---recommended---top-buyer-30-days-ickhkeh,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - Recommended - Returning Visitor - A (602uu8o),Inactive,yg---pdp---recommended---returning-visitor---a-602uu8o,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - Recommended - Returning Customer - A (hcv1cvc),Inactive,yg---pdp---recommended---returning-customer---a-hcv1cvc,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - Recommended - Returning Customer - A (daehkoy),Inactive,yg---pdp---recommended---returning-customer---a-daehkoy,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - Recommended - New Buyer (30 days) (fq7uhca),Inactive,yg---pdp---recommended---new-buyer-30-days-fq7uhca,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - Recommended - New,Inactive,yg-pdp-recommended-new,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - Recommended - Lapsed Buyer (90 days) (gnfbvbj),Inactive,yg---pdp---recommended---lapsed-buyer-90-days-gnfbvbj,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - Recommended - Disengaged Visitor (30 days) (xvce8uv),Active,yg---pdp---recommended---disengaged-visitor-30-days-xvce8uv,Web,12,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - Recommended - Disengaged Visitor (30 days) (pugug84),Inactive,yg---pdp---recommended---disengaged-visitor-30-days-pugug84,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - Recommended - Disengaged Visitor (30 days),Inactive,yg-pdp-recommended-disengaged-visitor-30-days,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - New Test,Inactive,yg-pdp-new-test,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - PDP - Customers Also Viewed,Active,pdp-customers-also-viewed,Web,9277394,458268,0,0,0,0,0,36.64,0.06,5982.0,219182.79,23.63
YG - PDP - Available - PA799,Inactive,yg-pdp-available,Web,49733,37,0,0,0,0,0,0,0,0,0,0
YG - PDP - Available - PA764,Inactive,yg-pdp-available-variants-pa764,Web,49731,17,0,0,0,0,0,0,0,0,0,0
YG - New In -Test Site,Inactive,yg-new-in-test-site,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - New In - Alt,Inactive,yg-new-in-alt,Web,54766,224,0,0,0,0,0,0,0,0,0,0
YG - NAV - Contact,Inactive,yg-nav-contact,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Most Popular Products - New Design TEST,Inactive,yg-most-popular-products-new-design-test,Web,6,0,0,0,0,0,0,0,0,0,0,0
YG - Most Popular Products - New Design,Inactive,yg-most-popular-products-new-design,Web,52,3,0,0,0,0,0,0,0,0,0,0
YG - Instagram - x,Inactive,yg-instagram-x,Web,1,7,0,0,0,0,0,0,0,0,0,0
YG - Instagram - TEST - ASD,Inactive,yg-instagram-test-asd,Web,1,1,0,0,0,0,0,0,0,0,0,0
YG - IG - NEW - X,Inactive,yg-ig-new-x,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Ideal to Plant Next Month - June (brys99k),Active,yg---ideal-to-plant-next-month---june-brys99k,Web,12,0,0,0,0,0,0,0,0,0,0,0
YG - Ideal to Plant Next Month,Active,yg-homepage-ideal-to-plant-next-month,Web,5196529,63096,0,0,0,0,0,22.98,0.01,411.0,9445.91,1.82
YG - Homepage/404 - Top Buyer,Inactive,yg-homepage404-top-buyer,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Homepage/404 - Most Popular Products (hjh1r4a),Active,yg---homepage404---most-popular-products-hjh1r4a,Web,823537,23058,0,0,0,0,0,25.93,0.04,301.0,7806.139999999999,9.48
YG - Homepage/404 - Most Popular Products - New Design,Inactive,yg-homepage404-most-popular-products-new-design,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Homepage/404 - Lapsed Buyer,Inactive,yg-homepage404-lapsed-buyer,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Homepage- Most Popular - X,Inactive,yg-homepage-most-popular-x,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Homepage- Most Popular  (hr1olx6),Active,yg---homepage--most-popular--hr1olx6,Web,12,0,0,0,0,0,0,0,0,0,0,0
YG - Homepage Sale - Test Site,Inactive,yg-homepage-sale-test-site,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Homepage Sale,Inactive,yg-homepage-sale,Web,72903,610,0,0,0,0,0,25.97,0.0,3.0,77.92,1.07
YG - Homepage - Top Buyer - B (zr8xfi1),Inactive,yg---homepage---top-buyer---b-zr8xfi1,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Homepage - New Buyer - B (07ora8s),Inactive,yg---homepage---new-buyer---b-07ora8s,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Homepage - Most Popular Products - Test Site,Inactive,yg-homepage-most-popular-products-test-site,Web,2,1,0,0,0,0,0,0,0,0,0,0
YG - Homepage - Lapsed Buyer - B (d4mdal8),Inactive,yg---homepage---lapsed-buyer---b-d4mdal8,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Homepage - Lapsed Buyer - A (69dj7p7),Inactive,yg---homepage---lapsed-buyer---a-69dj7p7,Web,0,1,0,0,0,0,0,0,0,0,0,0
YG - Homepage - Disengaged Visitor - A (30 days) (p0xydhi),Inactive,yg---homepage---disengaged-visitor---a-30-days-p0xydhi,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Hero Banner - Multi New 1,Inactive,yg-hero-banner-default-variant-2,Web,12738,252,0,0,0,0,0,30.76,0.03,4.0,123.03,9.66
YG - Hero Banner - Default Variant New A,Inactive,duplicate-of-yg-hero-banner-default-variant-new-a,Web,14718,141,0,0,0,0,0,49.09,0.01,2.0,98.18,6.67
YG - Hero Banner - Default Banner - Trees-and-Shrubs (coix8w0),Inactive,yg---hero-banner---default-banner---trees-and-shrubs-coix8w0,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Hero Banner - Default Banner - Roses (s577jt1),Inactive,yg---hero-banner---default-banner---roses-s577jt1,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Hero Banner - Default Banner - Roses (4xcfswk),Inactive,yg---hero-banner---default-banner---roses-4xcfswk,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Hero Banner - Default Banner - Hydrangea (0udcvet),Inactive,yg---hero-banner---default-banner---hydrangea-0udcvet,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Exit Intent - New Design,Inactive,yg-exit-intent-new-design,Web,1,4,0,0,0,0,0,0,0,0,0,0
YG - Exit Intent - Most Popular Products - UI 2,Inactive,yg-exit-intent-most-popular-products-ui-2,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Exit Intent - Most Popular Products,Inactive,yg-exit-intent-most-popular-products,Web,442445,294,0,0,0,0,0,48.51,0.0,15.0,727.63,1.64
YG - exit - Newwer,Inactive,yg-exit-newwer,Web,1,1,0,0,0,0,0,0,0,0,0,0
YG - Exit - New Design X,Inactive,yg-exit-new-design-x,Web,1,0,0,0,0,0,0,0,0,0,0,0
Yg - Exit - New - Min,Active,yg-exit-new-min,Web,4776726,2912,0,0,0,0,0,46.98,0.0,81.0,3805.28,0.8
YG - Delivery Banner,Inactive,yg-delivery-banner,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Category Cards x 4 - New Design - 3,Inactive,yg-category-cards-x-4-new-design-3,Web,35010,610,0,0,0,0,0,39.64,0.04,15.0,594.58,16.98
YG - Category Cards x 4 - New Design - 2,Inactive,yg-category-cards-x-4-new-design-2,Web,33377,729,0,0,0,0,0,29.87,0.06,20.0,597.36,17.9
YG - Category Cards x 4 - New Design,Inactive,yg-category-cards-x-4-new-design,Web,35004,2960,0,0,0,0,0,40.12,0.13,45.0,1805.18,51.57
YG - Category - Most Popular,Active,yg-category-most-popular,Web,36637,1836,0,0,0,0,0,23.06,0.07,26.0,599.59,16.37
YG - CAT - X2 - New Design - 1,Inactive,yg-cat-x2-new-design-1,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - Upsell/Impulse Buys X2,Active,yg-cart-upsellimpulse-buys-x2,Web,950527,20239,0,0,0,0,0,17.25,0.03,293.0,5054.94,5.32
YG - Cart - Upsell/Impulse Buys (bj7d48n),Inactive,yg---cart---upsellimpulse-buys-bj7d48n,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - Top Buyer - A (88dgh9u),Inactive,yg---cart---top-buyer---a-88dgh9u,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - Returning Customer - B (u688b6m),Inactive,yg---cart---returning-customer---b-u688b6m,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - Returning Customer - B (sxazwky),Inactive,yg---cart---returning-customer---b-sxazwky,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - Returning Customer - B (q4p7nnm),Inactive,yg---cart---returning-customer---b-q4p7nnm,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - Returning Customer - A (9s19aj2),Inactive,yg---cart---returning-customer---a-9s19aj2,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - New Visitor - Q1,Inactive,yg-cart-new-visitor-q1,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - New Visitor - A (gd58pb5),Inactive,yg---cart---new-visitor---a-gd58pb5,Web,0,1,0,0,0,0,0,0,0,0,0,0
YG - Cart - New Buyer - B (30 days) (glqob9y),Inactive,yg---cart---new-buyer---b-30-days-glqob9y,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - New Buyer - B (30 days) (fgu9le6),Inactive,yg---cart---new-buyer---b-30-days-fgu9le6,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - New Buyer - B (30 days) (7h0rfet),Inactive,yg---cart---new-buyer---b-30-days-7h0rfet,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - Lapsed Buyer - A (zdnsk8e),Inactive,yg---cart---lapsed-buyer---a-zdnsk8e,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - Lapsed Buyer - A (4ge2hya),Inactive,yg---cart---lapsed-buyer---a-4ge2hya,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - Lapsed Buyer - A (0b9afa3),Inactive,yg---cart---lapsed-buyer---a-0b9afa3,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - Disengaged Visitor - A(30 days) (si8tqyf),Inactive,yg---cart---disengaged-visitor---a30-days-si8tqyf,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Cart - Customers Also Bought (awrugam),Inactive,yg---cart---customers-also-bought-awrugam,Web,401426,8473,0,0,0,0,0,14.25,0.04,150.0,2137.29,5.32
YG - Blog Posts,Inactive,yg-blog-posts,Web,2341,22,0,0,0,0,0,0,0,0,0,0
YG - Basket Pop Up,Active,yg-basket-pop-up-new,Web,37715,999,0,0,0,0,0,11.89,0.04,16.0,190.28,5.05
YG - Banner - Roses - B,Inactive,yg-banner-roses-b,Web,2,0,0,0,0,0,0,0,0,0,0,0
YG - Banner - Perennials - A (i7ae1tz),Inactive,yg---banner---perennials---a-i7ae1tz,Web,0,0,0,0,0,0,0,0,0,0,0,0
YG - Banner - Hydrangea - A,Inactive,yg-banner-hydrangea-a,Web,1,1,0,0,0,0,0,0,0,0,0,0
YG - Banner - Bulbs - A,Inactive,yg-banner-bulbs-a,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - Banner - Banner - Update,Inactive,yg-banner-banner-update,Web,389885,301,0,0,0,0,0,31.21,0.0,13.0,405.68,1.04
YG - Apply Pay - Hidden,Inactive,yg-apply-pay-hidden,Web,1,0,0,0,0,0,0,0,0,0,0,0
YG - 404 error - Most Popular,Active,yg-404-error-most-popular,Web,11244,493,0,0,0,0,0,23.73,0.04,4.0,94.93,8.44
YG - 15 OFF Promo SW,Inactive,yg-15-off-promo-sw,Web,429552,0,0,0,0,0,0,0,0,0,0,0
WoR Countdown 070526,Active,wor-countdown-070526,Email,16422,0,0,0,0,0,0,0,0,0,0,0
Welcome Block - RC - New - B,Inactive,welcome-block-rc-new-b,Web,1,1,0,0,0,0,0,0,0,0,0,0
Welcome Block - No Content,Inactive,welcome-block-no-content,Web,1,0,0,0,0,0,0,0,0,0,0,0
Universal - USP - 1 - Test,Inactive,yg-usp-1-test,Web,107653,0,0,0,0,0,0,0,0,0,0,0
Test Email Desktop/Mobile,Inactive,test-gif,Email,48,0,0,0,0,0,0,0,0,0,0,0
test,Inactive,test,Email,26,0,0,0,0,0,0,0,0,0,0,0
SALE Strip Banner,Inactive,sale-strip-banner,Web,7713,39,0,0,0,0,0,82.91,0.03,2.0,165.82,21.5
Roses - Promo Banner - 15 SW,Inactive,roses-promo-banner-15-sw,Web,6694,0,0,0,0,0,0,0,0,0,0,0
Roses - Pop over Bar,Active,roses-pop-over-bar,Web,122621,0,0,0,0,0,0,0,0,0,0,0
Roses - Exit Intent - Similar Products,Inactive,roses-exit-intent-similar-products,Web,1,0,0,0,0,0,0,0,0,0,0,0
Roses - Exit - New,Active,roses-exit-new,Web,67637,45,0,0,0,0,0,0,0,0,0,0
Roses - Banner hide new,Inactive,roses-banner-hide-new,Web,21199,0,0,0,0,0,0,0,0,0,0,0
Returning Visitor EXP,Inactive,returning-visitor-exp,Email,1,0,0,0,0,0,0,0,0,0,0,0
PDP - Recently Viewed,Inactive,pdp-recently-viewed-alt,Web,204,0,0,0,0,0,0,0,0,0,0,0
PDP - Recently Viewed,Inactive,pdp-recently-viewed-1,Web,1,0,0,0,0,0,0,0,0,0,0,0
MS Your own Fruit and Veg MSEM1005,Active,ms-your-own-fruit-and-veg-msem1005,Email,20378,278,0,0,0,0,0,0,0,0,0,0
MS Trees &amp; Shrubs MSEM896,Inactive,ms-trees-amp-shrubs-msem896,Email,25186,319,23.47,0.01,2.0,46.94,1.86,0,0,0,0,0
MS Spring Flowering Bulbs MSEM919,Inactive,ms-roses-msem919,Email,5,3,0,0,0,0,0,0,0,0,0,0
MS Spring Bulbs MSEM1934 test,Inactive,ms-spring-bulbs-msem1934-test,Email,12127,81,0,0,0,0,0,0,0,0,0,0
MS Spring Bulbs MSEM1929 test,Inactive,ms-spring-bulbs-msem1929-test,Email,2,0,0,0,0,0,0,0,0,0,0,0
MS Spring Bulbs MSEM1925 test,Inactive,ms-spring-bulbs-msem1925-test,Email,12298,92,21.98,0.01,1.0,21.98,1.79,0,0,0,0,0
MS Spring Bulbs MSEM933,Inactive,ms-spring-bulbs-msem933,Email,11939,106,0,0,0,0,0,0,0,0,0,0
MS Spring Bulbs MSEM926,Inactive,ms-spring-bulbs-msem926,Email,4,0,0,0,0,0,0,0,0,0,0,0
MS Spring Bulbs MSEM924,Inactive,ms-roses-msem924,Email,12156,76,0,0,0,0,0,0,0,0,0,0
MS Spring Bulbs MSEM917,Inactive,ms-roses-msem917,Email,11877,129,0,0,0,0,0,0,0,0,0,0
MS Roses MSEM906,Inactive,ms-roses-msem906,Email,1,0,0,0,0,0,0,0,0,0,0,0
MS Preplanted hanging baskets MSEM892,Inactive,ms-preplanted-hanging-baskets-msem892,Email,8,0,0,0,0,0,0,0,0,0,0,0
MS Perennials MSEM998 v2,Active,ms-perennials-msem998-v2,Email,21582,395,41.98,0.0,1.0,41.98,1.95,0,0,0,0,0
MS Perennials MSEM998,Inactive,ms-perennials-msem998,Email,1,0,0,0,0,0,0,0,0,0,0,0
MS Perennials MSEM997,Active,ms-perennials-msem997,Email,21643,437,0,0,0,0,0,0,0,0,0,0
MS Perennials MSEM888,Active,ms-perennials-msem888,Email,25185,244,40.94,0.02,4.0,163.76,6.5,0,0,0,0,0
MS Perennials MSEM886,Inactive,ms-perennials-msem886,Email,24732,253,36.94,0.01,2.0,73.88,2.99,0,0,0,0,0
MS Grown Your Own Fruit and Veg MSEM988 NEW,Active,ms-grown-your-own-fruit-and-veg-msem988-new,Email,21317,135,0,0,0,0,0,0,0,0,0,0
MS Grown Your Own Fruit and Veg MSEM985 NEW,Inactive,ms-grown-your-own-fruit-and-veg-msem985-new,Email,21835,234,0,0,0,0,0,0,0,0,0,0
MS Grown Your Own Fruit and Veg MSEM983 NEW,Active,ms-grown-your-own-fruit-and-veg-msem983-new,Email,22375,207,0,0,0,0,0,0,0,0,0,0
MS GR Bedding MSEM904 2,Inactive,ms-gr-bedding-msem904-2,Email,3,0,0,0,0,0,0,0,0,0,0,0
MS GR Bedding MSEM889,Inactive,ms-gr-bedding-msem889,Email,26420,285,31.29,0.02,6.0,187.72,7.11,0,0,0,0,0
MS Countdown 260825,Inactive,ms-countdown-260825,Email,23696,0,0,0,0,0,0,0,0,0,0,0
MS Countdown,Active,ms-countdown,Email,22567,0,0,0,0,0,0,0,0,0,0,0
MS Bestsellers MSEM1932 Test,Inactive,ms-bestsellers-msem1932-test,Email,11698,77,56.95,0.01,1.0,56.95,4.87,0,0,0,0,0
MS Bestsellers MSEM1931 Test,Inactive,ms-bestsellers-msem1931,Email,9,0,0,0,0,0,0,0,0,0,0,0
MS Bestsellers MSEM1923 test,Inactive,ms-bestsellers-msem1923-test,Email,11348,53,0,0,0,0,0,0,0,0,0,0
MS Bestsellers MSEM1921 test,Inactive,ms-bestsellers-msem1921-test,Email,11824,73,43.98,0.01,1.0,43.98,3.72,0,0,0,0,0
MS Bestsellers MSEM1918 TEST,Inactive,ms-bestsellers-msem1918-test,Email,10,0,0,0,0,0,0,0,0,0,0,0
MS Bestsellers MSEM1018,Active,ms-bestsellers-msem1018,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MS Bestsellers MSEM1017,Active,ms-bestsellers-msem1017,Email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MS Bestsellers MSEM1016,Active,ms-bestsellers-msem1016,Email,13,3,0,0,0,0,0,0,0,0,0,0
MS Bestsellers MSEM1015,Active,ms-bestsellers-msem1015,Email,18028,254,6.99,0.01,1.0,6.99,0.39,0,0,0,0,0
MS Bestsellers MSEM1014,Active,ms-bestsellers-msem1014,Email,18982,170,114.9,0.01,1.0,114.9,6.05,0,0,0,0,0
MS Bestsellers MSEM1013,Active,ms-bestsellers-msem1013,Email,20158,284,37.97,0.01,3.0,113.91,5.65,0,0,0,0,0
MS Bestsellers MSEM1012,Active,ms-bestsellers-msem1012,Email,19451,348,0,0,0,0,0,0,0,0,0,0
MS Bestsellers MSEM1011,Active,ms-bestsellers-msem1011,Email,20217,216,27.97,0.0,1.0,27.97,1.38,0,0,0,0,0
MS Bestsellers MSEM1010,Active,ms-bestsellers-msem1010,Email,20865,336,27.98,0.02,4.0,111.91,5.36,0,0,0,0,0
MS Bestsellers MSEM1009,Active,ms-bestsellers-msem1009,Email,20291,159,0,0,0,0,0,0,0,0,0,0
MS Bestsellers MSEM1008,Active,ms-bestsellers-msem1008,Email,20650,181,0,0,0,0,0,0,0,0,0,0
MS Bestsellers MSEM1007,Active,ms-bestsellers-msem1007,Email,21829,346,38.72,0.02,4.0,154.88,7.1,0,0,0,0,0
